id,target
250,0.7417527528771716
251,0.6261043251696025
252,0.6044891870682579
253,0.7753039408243663
254,0.5453254550181864
255,0.5011008825242979
256,0.5111583826432231
257,0.3778755881197916
258,0.7389959605812226
259,0.391067017183661
260,0.6356604295548067
261,0.5335060658597334
262,0.4764633471264919
263,0.7549417241098048
264,0.45040126236555567
265,0.7375335354503868
266,0.49656763507751833
267,0.803574322558658
268,0.5297069231745535
269,0.4214662981388904
270,0.6098314820971044
271,0.7523214462411343
272,0.581578230445293
273,0.4961647173658482
274,0.4573594885751999
275,0.6915608083325535
276,0.18154556696434854
277,0.8800223489916672
278,0.7720933405739201
279,0.6720820293610283
280,0.5259579896835765
281,0.5616721822834218
282,0.5854150943219438
283,0.3679167924220663
284,0.7552315124311509
285,0.3944461272481242
286,0.6263157178771953
287,0.6024969946507601
288,0.7953314316672404
289,0.9661349370128229
290,0.6567107266420861
291,0.43717995348897287
292,0.6570159782854506
293,0.7187406042586261
294,0.5570688890108509
295,0.7464967859252675
296,0.6902698150688512
297,0.6746277827910738
298,0.7080776858934942
299,0.40884761203801
300,0.5478888722856512
301,0.6143835070618141
302,0.8247027345249222
303,0.8150014770135885
304,0.5815622443639088
305,0.7340417287937337
306,1.0034568941191182
307,0.7644893149103608
308,0.9224566464346515
309,0.3886553722702943
310,0.7706230520119977
311,0.813536528634776
312,0.8631491877378259
313,0.7460362156469342
314,0.2873171838384786
315,0.42125460536873993
316,0.7840225969570118
317,0.7482864349614419
318,0.2811717907956242
319,0.8938079437653219
320,0.6432410672408058
321,0.5278531189783617
322,0.5418182375636804
323,0.8499962409396383
324,0.7543301308569103
325,0.6340174658328886
326,0.4085796634832055
327,0.4867793867013532
328,0.5255594142228444
329,0.6302846593144438
330,0.2668376763067682
331,0.5784615242119385
332,0.4961155499179836
333,0.18928991973645232
334,0.9335623204362805
335,0.7083552766554758
336,0.5512899328544254
337,0.5822790956504172
338,0.644464745633524
339,0.33342093625038155
340,0.8393283040473934
341,0.3815947202391543
342,0.6132051112448063
343,0.8065624434521108
344,0.8604809330437457
345,0.554181499803804
346,0.6683208843853652
347,0.5797807036538856
348,0.8507515673561936
349,0.7137197036681426
350,0.7791110196862318
351,0.650708976384296
352,0.55952995708458
353,0.5897089675729767
354,0.7060642022810689
355,0.7639535466804015
356,0.2559839407747578
357,0.5068403749088659
358,0.6147169493056779
359,0.6332872797989075
360,0.865969351788145
361,0.622205557543842
362,0.40753733131615866
363,0.7637932732122232
364,0.6200196380623821
365,0.20484393857577793
366,0.6472226487290168
367,0.5685993163857292
368,0.3061780473400873
369,0.8358816951559415
370,0.6049161512212111
371,0.7652954981755999
372,0.3622531584872228
373,0.6091738789291324
374,0.8461968846501392
375,0.8313098391867715
376,0.39009685879950495
377,0.5419697272985937
378,0.7138406820637152
379,0.3816554804886069
380,0.6606850157905572
381,0.9597030169999377
382,0.7472772504252918
383,0.9021122301822737
384,0.6176225534027093
385,0.6406114575543133
386,0.9132868596057802
387,0.6402165721617272
388,0.16855424876851433
389,0.3875860834284921
390,0.8324061504973805
391,0.45050738126685713
392,0.6771343617490132
393,0.5538813694814766
394,0.751881102750682
395,0.7297303242134526
396,0.32758459806276435
397,0.5029529357349986
398,0.6826776429864932
399,0.7122800349525298
400,0.6562511164584611
401,0.658801763903005
402,0.3100167340667292
403,0.5811919936501515
404,0.4894604189711147
405,0.7586419040315311
406,0.5547349857437852
407,0.3557453591067816
408,0.5535487438716366
409,0.7134346206731023
410,0.9432168108044992
411,0.713628658526059
412,0.5553938207316877
413,0.7957614108233176
414,0.8888955113183556
415,0.8254525524726714
416,0.548796622717059
417,0.6613747226673058
418,0.4526598458848742
419,0.8368573456621311
420,0.74550742984612
421,0.503592481324514
422,0.5750126941363963
423,1.1170801122980138
424,0.5768619797305751
425,0.41948477556816477
426,0.46383223155437564
427,0.6374198538835988
428,0.8231713958950556
429,0.32257945828824924
430,0.609977335093057
431,0.6485914107261536
432,0.6804350300485636
433,0.8161635530109661
434,0.8598104121364256
435,0.22293657117049254
436,0.4749536215576618
437,0.44960979929423667
438,0.8217999621313996
439,0.7240833989485747
440,0.4869405141011507
441,0.3951341147943872
442,0.6534121154456248
443,0.462599385425157
444,0.6046789277193287
445,0.32447598408791695
446,0.8014853266729886
