id,target
250,0.8276060171482065
251,0.6505832622103755
252,0.6023092162414572
253,0.7588929998701175
254,0.4851832345435204
255,0.46092810869032286
256,0.6134810984570142
257,0.26818300252250715
258,0.8632430552827397
259,0.3956500842586098
260,0.6408202625090293
261,0.5044769565823359
262,0.43516687736005844
263,0.9284146018374652
264,0.29185193869458437
265,0.9117649510294918
266,0.5151199018498982
267,0.9913472494156396
268,0.5769839472517886
269,0.5093587734427288
270,0.7991644108481598
271,0.8844745376314572
272,0.6185371970084822
273,0.4089706948715089
274,0.4198201600544327
275,0.6931823817647693
276,0.21890316220669948
277,0.8836422259645071
278,0.8742324027059014
279,0.6914834764025922
280,0.6079034337258438
281,0.6575920925496215
282,0.6697188413652497
283,0.3374772084529234
284,0.7180326288776789
285,0.36796164079160687
286,0.4388956150368724
287,0.44439893384222723
288,0.8048833904784717
289,1.0949035969675762
290,0.7085292987461651
291,0.6558880010774697
292,0.6890088091562029
293,0.601119174226637
294,0.7011375235307454
295,0.6004138129742067
296,0.689736822051646
297,0.864466523913085
298,0.7785224462808238
299,0.5526417581487407
300,0.6519888672188827
301,0.7351599687025422
302,0.818274184718474
303,0.7451050283607439
304,0.5486031022470601
305,0.6861815637977424
306,1.0060324865764523
307,0.7952466691413778
308,1.1142031114405477
309,0.4004571116674447
310,0.8814502117539637
311,0.8649526377805051
312,0.9887084738662919
313,0.7844092980331684
314,0.4025524135231632
315,0.2744272112541529
316,0.7836797454839542
317,0.8329871004730194
318,0.2421091436725913
319,0.8580791442300888
320,0.7537289812708667
321,0.5448756360198752
322,0.6485942129776805
323,0.8340980693761197
324,0.7941534403626
325,0.7241685192831533
326,0.5573067211325637
327,0.5809923587760636
328,0.6885943471049846
329,0.5432073127637398
330,0.4236321436216631
331,0.46339545500614043
332,0.421970558971371
333,0.2901177361930365
334,0.9720534776059176
335,0.7049958002190402
336,0.491747349185646
337,0.6184717028551266
338,0.5337253182019188
339,0.3846795075872766
340,0.9329768996876686
341,0.47559734039633994
342,0.6271993371057999
343,0.850264242208222
344,0.8315785907079812
345,0.5020157400961179
346,0.4891353486074519
347,0.6561799037493855
348,0.9064340545761209
349,0.7603168607153776
350,0.7385086877657566
351,0.6309495560676786
352,0.6554007952211259
353,0.5304873879841449
354,0.5930512359743473
355,0.8459796583085557
356,0.4361000983468613
357,0.6334826395847469
358,0.735934538214255
359,0.7258475173908164
360,0.9324215295527036
361,0.6503691876917621
362,0.3410825984165167
363,0.7127416493469071
364,0.7928185430146031
365,0.09827712876607941
366,0.7316185415213964
367,0.7328361924829191
368,0.3911365863996594
369,0.9419284362751531
370,0.5561283136685877
371,0.7477448414684322
372,0.4336373110116456
373,0.6098712346004231
374,0.7695224531436636
375,0.9287427065753809
376,0.36610544431270575
377,0.5497834257006166
378,0.792414369593212
379,0.38823662171792567
380,0.5854169450394519
381,0.8739396882967378
382,0.8735327380136566
383,0.8593620907833943
384,0.6499537166343471
385,0.6297099739763878
386,0.9430661344170794
387,0.7819976913918045
388,0.1867486323849048
389,0.4436288683612847
390,0.8708113191598028
391,0.4748985377126401
392,0.6283604735516805
393,0.610354014973122
394,0.8133114593805605
395,0.8209910942352396
396,0.25444302679616704
397,0.45962012380105693
398,0.7126251356137407
399,0.7387901374495297
400,0.626515236324298
401,0.597201203998064
402,0.29793025550793373
403,0.4982525638271844
404,0.5098251703948635
405,0.9087194978391672
406,0.6147100047994124
407,0.3677364182323528
408,0.39175033688255567
409,0.6869718473933899
410,0.9408299693106454
411,0.8134972885086547
412,0.6096693449416509
413,0.7888377827041152
414,0.9213040746792309
415,0.7579821377917282
416,0.5611677500753687
417,0.7193413352761495
418,0.4625101528514062
419,0.8548190279815442
420,0.8121140195001018
421,0.6757194122226882
422,0.5339206356413497
423,1.215656213548872
424,0.6577165602149139
425,0.49998750810667897
426,0.5150021709249967
427,0.6721687076184408
428,0.8247162403092805
429,0.39334726973669343
430,0.6301268877014434
431,0.4810085223884133
432,0.714829905773689
433,0.7240819829694429
434,0.9359298299402121
435,0.24200372619477634
436,0.4415246631687615
437,0.39438491042233204
438,0.824621406613052
439,0.6018600881690437
440,0.46152879986010925
441,0.3358302600859229
442,0.774194986152433
443,0.4577038342111752
444,0.6584079718633319
445,0.3110982422651195
446,0.9521788818441725
447,0.511709626277381
448,0.5634866590487472
449,0.7313501489147267
450,-0.06668524448220703
451,0.7536490588091015
452,0.6728792702613354
453,0.2922992449150052
454,0.6230603509603094
455,0.7861510583208322
456,0.6535186521272538
457,0.46562969741282784
458,0.6701613329106739
459,0.7152889625887686
460,0.6770693594429011
461,0.8122155442655865
462,0.5368593646720596
463,0.3399167190689183
464,0.8438975908380536
465,0.8726525621119382
466,0.8977007592146102
467,0.565398615383418
468,1.0099408490088453
469,0.36655113454951727
470,0.4741073037040917
471,0.5578798829186264
472,0.7438679134629693
473,0.5729281917391911
474,0.8089448024127222
475,0.7340307739558419
476,0.8646564508586626
477,0.9831981038452308
478,1.085638277455965
479,0.7021709106550932
480,0.5971619174719882
481,0.4651016281651375
482,0.9420639348953757
483,0.2591133637928497
484,0.6482211959822772
485,0.5367118174718368
486,0.6405084502929361
487,0.7265313004522981
488,0.7507919413436679
489,0.9303545352826683
490,0.6619499123088759
491,0.3970336384787276
492,0.3482798874788672
493,1.0889979930647413
494,0.8107620804988875
495,0.47566227839093145
496,0.6739194151855908
497,0.4971130926952326
498,0.4576171766129055
499,0.6929568894237126
500,1.0518182969057817
501,0.8381284934508647
502,0.592339016850063
503,0.8685960382434794
504,0.6205723975587641
505,0.9799660797540939
506,0.4931376836282782
507,0.42149190522537533
508,0.6051629899928535
509,0.8759264602218755
510,0.8773262240555069
511,0.7120697582812661
512,0.5044704108118461
513,0.8334025456084477
514,0.5364016131468757
515,0.6714945096967009
516,0.6119819381906921
517,0.5577708707312115
518,0.8504434018337202
519,0.7132775252257699
520,0.32348354678994273
521,0.6463287836898914
522,0.889491179876863
523,0.446048356377025
524,0.6950893308517216
525,0.7771475362004734
526,0.6189996336069098
527,0.6198225294339729
528,0.7385427833063491
529,0.7669484142251126
530,0.6155543552037667
531,1.10287372233862
532,0.7549057627488082
533,0.5888186812475007
534,0.6514278525483868
535,0.849117796897087
536,0.8222669963266688
537,0.4870003366042225
538,0.3773302760123533
539,0.9745810072305806
540,0.8702477718221524
