id,target
250,0.4869458802897612
251,0.46133354737498833
252,0.7425012416024952
253,0.7175664465287678
254,0.5187570027801188
255,0.6627026979681155
256,0.2309086996048219
257,0.49916069408490504
258,0.7270725962090566
259,0.433446262305964
260,0.5039640410730294
261,0.36505161044464884
262,0.22146720548028404
263,0.7037901965062942
264,0.8295474188776267
265,0.6542771553743408
266,0.9122484593323555
267,0.6554646512728748
268,0.5024717248225395
269,0.555246012740312
270,0.5007320884465235
271,0.7284823558902545
272,0.5515221055590493
273,0.8645226784397255
274,0.6017198438141728
275,0.6846885872365411
276,0.17389567704549347
277,0.6802403587937657
278,0.7484074565882344
279,0.632037037859868
280,0.5789572113068042
281,0.48171030275212506
282,0.542226139585846
283,0.707474103164844
284,0.7142756091617508
285,0.776461684911935
286,0.645943031788402
287,0.774689630279131
288,0.8802496355941198
289,0.6030853246712921
290,0.6301525832350701
291,0.5394796531226971
292,0.6795801896455657
293,0.9587756585290123
294,0.4542176468867122
295,0.8349792711591888
296,0.8953307828256265
297,0.5535637417665078
298,0.5403103173597397
299,0.3361214286220727
300,0.2720066413001444
301,0.7303963037919509
302,0.47788348892459404
303,0.7450358453661184
304,0.8652679645142521
305,0.9947533566831054
306,0.854134624957984
307,0.9844759966219703
308,0.5283301655868654
309,0.3044951598782698
310,0.546342375893803
311,0.5468942178371721
312,0.7505011452446279
313,0.6737319801026361
314,0.24470219353239486
315,0.6160472071639951
316,0.8384259152418327
317,0.47127701259479293
318,0.5424769150126834
319,0.6385068774947454
320,0.8620431801526152
321,0.6615072846407983
322,0.6298090830223333
323,0.9618888084999928
324,0.9211141267580356
325,0.4691240693927735
326,0.46804711986493247
327,0.5744754714674474
328,0.5336043253238836
329,0.8186280830244723
330,0.2239116088543074
331,0.5694035464525053
332,0.41828758420980533
333,0.13831083672004907
334,1.0920104122132173
335,0.6828190086183672
336,0.5297234403014213
337,0.46960929022866627
338,0.8803856503234384
339,0.6227602848444675
340,0.944993868334403
341,0.4715283982537002
342,0.6784701239972766
343,0.41958481568693434
344,0.5730154009042292
345,0.6993516461807991
346,0.7868975232823858
347,0.6500122489358181
348,0.7750956502268779
349,0.9226894860608278
350,0.8810971174594411
351,1.027325768554797
352,0.6529222991071654
353,0.5231088202475522
354,0.9827285443336906
355,0.38823756258377295
356,0.10600766391678118
357,0.43600676778577385
358,0.7183784975190848
359,0.5309728313567812
360,0.664033879997225
361,0.47568951759625355
362,0.4645963216464254
363,0.9355526676523079
364,0.35274726854961647
365,0.3351885110838509
366,0.7948470136224899
367,0.6883868398371534
368,0.2987063967894623
369,0.715808690130936
370,0.3118252644567891
371,0.7203924828899178
372,0.645845370198603
373,0.5992491672774479
374,0.9247751232599737
375,0.7100137672483642
376,0.5076589394277202
377,0.4493851757398384
378,0.6283861381263838
379,0.4583633535780376
380,0.544311990435798
381,1.1923415510575337
382,0.5458266842650736
383,0.7910449156660395
384,0.40333794863379147
385,0.8027904297689189
386,0.9119260128283062
387,0.5419039251641746
388,0.66064934469242
389,0.18725382817477065
390,0.7992315097421405
391,0.4738039735735241
392,0.6687907145503011
393,0.3201091713053892
394,0.6662483020038448
395,0.7077972921774043
396,0.635494083439583
397,0.747248695751694
398,0.7435047536639188
399,0.5852721071685841
400,0.5392261792814884
401,0.7703916562470496
402,0.490686785831546
403,0.7728412261126849
404,0.6985790377281053
405,0.46396458463701706
406,0.7851430564474983
407,0.06756383905411434
408,0.7095416013027669
409,0.6004433358167989
410,0.9764208972741529
411,0.8269919463583759
412,0.3768650264728272
413,0.48709929326749224
414,0.8437899772374087
415,0.6822734065527405
416,0.7295733985763486
417,0.7099241429849958
418,0.16345733953115893
419,0.922280443240381
420,0.7142369645476316
421,0.3824014140815881
422,0.8279799464519007
423,0.6119507916760761
424,0.5807513191446843
425,0.6277949721459228
426,0.6438364154915766
427,0.6357951140485874
428,0.8393297973693163
429,0.6886136106060881
430,0.7041040999799167
431,0.73733436438138
432,0.4940686360555407
433,0.9219106026799628
434,0.7874635745092382
435,0.4963937526921034
